YEAR,SERVICE,TITLE,ID #,DEPARTMENT,LOCATION,DISTRICT,Description,FIN_CODE,Amount,LATITUDE,LONGITUDE
2012,Community Facilities,Park and Library Capital Asset Revitalization,CF-661982,Parks and Recreation,Citywide,Citywide,"Provide resources for the maintenance of the City's Libraries and Recreation Facilities in need of repair, upgrade and reconfiguration to address shifting use.  This will include an evaluation of use, projected trends, budgets, and how to best extend the useful life of existing facilities to meet the needs of residents and to decrease the need for premature major re-developments.",CIB,180000,,
2012,Community Facilities,Phalen Golf Fire Alarm System Replacement- Capital Maintenance,CF-660836-248,Parks and Recreation,1615 Phalen Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,7000,,
2012,Community Facilities,Baker Community Center Elevator Replacement- Capital Maintenance,CF-660836-247,Parks and Recreation,209 Page St W,3,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,97000,,
2012,Community Facilities,Boiler Burner Replacement- Capital Maintenance,CF-660836-246,Parks and Recreation,1290 Kaufman Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,7000,,
2012,Community Facilities,Retube Boiler #1- Capital Maintenance,CF-660836-245,Parks and Recreation,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,32000,,
2012,Community Facilities,Classroom Wall Repair- Capital Maintenance,CF-660836-244,Parks and Recreation,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,80000,,
2012,Streets and Utilities,Wheelock Parkway Bridge Reconstruction,SU-062328-1,Public Works,Wheelock Bridge Reconstruction - between Park and Able Streets,6,"Reconstruct the Wheelock Parkway Bridge (No. 90369) which crosses over the CP railway between Park and Able Streets. The new bridge will provide adequate traffic and bicycle lanes, walkway facilities, lantern style lighting and ornamental metal railings. The roadway portion of the project will include concrete curb & gutter, and sidewalk and bituminous pavement.",CIB,160000,,
2012,Streets and Utilities,Signalized Intersection Safety Improvements Program,SU-662763-1,Public Works,Citywide,Citywide,"Administer, design and construct new traffic signal systems when and where warranted throughout the City.  Reconstruct existing traffic signal systems in order to improve safety and traffic flow.

Make minor changes to existing traffic signal systems in order to improve safety and traffic flow efficiency.  Bring traffic signal systems into compliance with current design standards (ie. add left turn arrows, install overhead signal indications, install larger indications, etc.).  

Make minor changes to roadway geometrics and/or signage in order to improve safety and traffic flow efficiency (ie. add exclusive left turn lanes, add crosswalks, add ""No Right Turn On Red"" signs, etc.).",MSA,125000,,
2012,Streets and Utilities,Signalized Intersection Safety Improvements Program,SU-662763-1,Public Works,Citywide,Citywide,"Administer, design and construct new traffic signal systems when and where warranted throughout the City.  Reconstruct existing traffic signal systems in order to improve safety and traffic flow.

Make minor changes to existing traffic signal systems in order to improve safety and traffic flow efficiency.  Bring traffic signal systems into compliance with current design standards (ie. add left turn arrows, install overhead signal indications, install larger indications, etc.).  

Make minor changes to roadway geometrics and/or signage in order to improve safety and traffic flow efficiency (ie. add exclusive left turn lanes, add crosswalks, add ""No Right Turn On Red"" signs, etc.).",CIB,112000,,
2012,Streets and Utilities,Sidewalk Reconstruction Program,SU-660821-1,Public Works,Citywide,Citywide,Reconstruct hazardous and deteriorating sidewalks throughout the City.  The work locations are prioritized so as to correct most severe areas first.,ROW,739000,,
2012,Streets and Utilities,Bridge Enhancement Program,SU-662344-1,Public Works,Citywide,Citywide,This program provides bridge enhancements that include ornamental railing and lantern lighting to bridges that currently have no amenities and are not scheduled for reconstruction for at least ten years.  Projects will be selected through a CIB process with selection criteria developed by Public Works and the CIB Committee.,CIB,225000,,
2012,Streets and Utilities,Sidewalk Reconstruction Program,SU-660821-1,Public Works,Citywide,Citywide,Reconstruct hazardous and deteriorating sidewalks throughout the City.  The work locations are prioritized so as to correct most severe areas first.,CIB,234000,,
2012,Streets and Utilities,Sidewalk Reconstruction Program,SU-660821-1,Public Works,Citywide,Citywide,Reconstruct hazardous and deteriorating sidewalks throughout the City.  The work locations are prioritized so as to correct most severe areas first.,Assessment,50000,,
2012,Streets and Utilities,Saint Anthony Street Safety Initiative,SU-133028,Public Works,"North side of Saint Anthony Avenue, Saint Paul, MN, between N Syndicate Street and N Griggs Street",13,"The Skyline Tower Street Safety Initiative seeks to create connectivity, safety, and beautification to Saint Anthony Avenue and the surrounding area. 1. Create a complete walking route along Saint Anthony Avenue by building a sidewalk along the north side of Saint Anthony Avenue from North Syndicate Street to North Griggs Street. 2. Repaint the currently diagonal crosswalk on Saint Anthony Avenue at Griggs so that it is a straight and direct crossing to the newly renovated pedestrian bridge. 3. Install appropriate lighting along Saint Anthony and Syndicate Avenue to increase visibility along the walking area. 4. Add appropriate signage, such as a speed limit sign and/or a ""Children at Play"" sign, to create a safer environment for pedestrians, bikers, and children playing in the Skyline Tower playground. 5. Incorporate traditional artwork to reflect the diverse culture of the immediate area and St. Paul.",MSA,154000,,
